Tracking Number,Reference Number(s),Status,Manifest Date,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Class,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Shipper Name,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper City,Shipper State/Province,Shipper Postal Code,Shipper Country,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z85X99X0153452341,838262 SZ 00003|2407897|838262 SZ 00003|2407897|1001811.0|965131|N,Delivered,7/18/2017,,KNOXVILLE,TN,US,UPS Next Day Air,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,FRONT DESK,UPS will Deliver,10:39 AM,,--,,NO,--,THE RECEIVER REQUESTED THIS PACKAGE TO BE HELD FOR PICKUP AT THE UPS FACILITY.,,THE RECEIVER AGREED TO PICK UP THE PACKAGE THIS EVENING.,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,10:30 AM,4,11,9,,838262 SZ 00003,2407897,1001811,965131,N,,,,,,NO,,UPS will Pick up,,,,RAY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,37924,,,,7/19/2017,10:39 AM,Prepaid,838262 SZ 00003,2407897,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.20 LBS
1Z85X99X0155689459,837866 SZ 00003|2312138|837866 SZ 00003|2312138|1001814.0|964802|N,Delivered,7/18/2017,,SALT LAKE CITY,UT,US,UPS Next Day Air,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,10:27 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/19/2017,10:30 AM,10,16,10,,837866 SZ 00003,2312138,1001814,964802,N,,,,,,NO,,UPS will Pick up,,,,RIOS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,10:30 AM,,,,,,,84104,,,,7/19/2017,10:27 AM,Prepaid,837866 SZ 00003,2312138,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,7.40 LBS
1Z85X99X0156093868,838388 SO 00003|2302919|838388 SO 00003|2302919|1003011.0|965251|N,Delivered,7/18/2017,,LAREDO,TX,US,UPS Next Day Air,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,A5313E,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,9:57 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,12:00 PM,10,15,12,,838388 SO 00003,2302919,1003011,965251,N,,,,,,NO,,UPS will Pick up,,,,AGUIRRE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,12:00 PM,,,12130 SARA RD,,,,78045,,,,7/19/2017,9:57 AM,Freight Collect,838388 SO 00003,2302919,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,9.90 LBS
1Z85X99X0156105265,837866 SZ 00003|2312138|837866 SZ 00003|2312138|1001814.0|964802|N,Delivered,7/18/2017,,SALT LAKE CITY,UT,US,UPS Next Day Air,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,10:27 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/19/2017,10:30 AM,11,20,13,,837866 SZ 00003,2312138,1001814,964802,N,,,,,,NO,,UPS will Pick up,,,,RIOS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,10:30 AM,,,,,,,84104,,,,7/19/2017,10:27 AM,Prepaid,837866 SZ 00003,2312138,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.20 LBS
1Z85X99X0157442596,837865 SZ 00003|2312133|837865 SZ 00003|2312133|1089391.0|964801|N,Delivered,7/18/2017,,LOGAN TOWNSHIP,NJ,US,UPS Next Day Air,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,INSIDE DELIV,UPS will Deliver,9:51 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,10:30 AM,4,11,9,,837865 SZ 00003,2312133,1089391,964801,N,,,,,,NO,,UPS will Pick up,,,,HARINGTON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,10:30 AM,,,,,,,80854538,,,18562418890,7/19/2017,9:51 AM,Prepaid,837865 SZ 00003,2312133,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.70 LBS
1Z85X99X0254270865,838369 SZ 00003|2407899|838369 SZ 00003|2407899|1002024.0|965233|N,Delivered,7/18/2017,,BUDA,TX,US,UPS 2nd Day Air,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,10:35 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,4,11,9,,838369 SZ 00003,2407899,1002024,965233,N,,,,,,NO,,UPS will Pick up,,,,MATT,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,78610,,,15123121146,7/20/2017,10:35 AM,Prepaid,838369 SZ 00003,2407899,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.60 LBS
1Z85X99X0257438036,838105 SZ 00003|2312155|838105 SZ 00003|2312155|1001183.0|964995|N,Delivered,7/18/2017,,OSHKOSH,WI,US,UPS 2nd Day Air,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,399Y34,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DOOR,UPS will Deliver,9:47 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,7,18,15,,838105 SZ 00003,2312155,1001183,964995,N,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,54904,,,19202356423,7/20/2017,9:47 AM,Freight Collect,838105 SZ 00003,2312155,,,,,,85X99X,SHIPPING DEPT.,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.60 LBS
1Z85X99X0352002263,837525 SZ 00003|2407866|837525 SZ 00003|2407866|1000327.0|964719|N,Delivered,7/18/2017,,TROY,IL,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,RECEIVER,UPS will Deliver,9:02 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/24/2017,By End Of Day,,,,,837525 SZ 00003,2407866,1000327,964719,N,,,,,,NO,,UPS will Pick up,,,,T COBINE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,62294,,,,7/24/2017,9:02 AM,Prepaid,837525 SZ 00003,2407866,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,17.90 LBS
1Z85X99X0352047822,837837 SZ 00003|2407865|837837 SZ 00003|2407865|1006056.0|964700|N,Delivered,7/18/2017,,AUSTELL,GA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,01W216,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,FRONT DESK,UPS will Deliver,10:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837837 SZ 00003,2407865,1006056,964700,N,,,,,,NO,,UPS will Pick up,,,,EVANS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,30168,,,,7/25/2017,10:20 AM,Freight Collect,837837 SZ 00003,2407865,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z85X99X0352052736,831762 SO 00003|2302917|831762 SO 00003|2302917|1087841.0|961031|N,Delivered,7/18/2017,,PEORIA,IL,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,Y8R601,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,9:49 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/24/2017,By End Of Day,,,,,831762 SO 00003,2302917,1087841,961031,N,,,,,,NO,,UPS will Pick up,,,,GIBBS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,2300 NE ADAMS ST,BUILDING FF,,,61639,,,,7/24/2017,9:49 AM,Freight Collect,831762 SO 00003,2302917,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.10 LBS
1Z85X99X0352221848,837759 SZ 00003|2407864|837759 SZ 00003|2407864|1002083.0|964619|N,Delivered,7/18/2017,,CARLISLE,PA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,DOCK,UPS will Deliver,10:25 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/25/2017,By End Of Day,,,,,837759 SZ 00003,2407864,1002083,964619,N,,,,,,NO,,UPS will Pick up,,,,DILLER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,17013,,,,7/25/2017,10:25 AM,Prepaid,837759 SZ 00003,2407864,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.10 LBS
1Z85X99X0352240621,838325 SZ 00003|2407905|838325 SZ 00003|2407905|1007910.0|965191|N,Delivered,7/18/2017,,IRVING,TX,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,9:34 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,9,,7/24/2017,By End Of Day,,,,,838325 SZ 00003,2407905,1007910,965191,N,,,,,,NO,,UPS will Pick up,,,,EMBLEY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,75061,,,,7/24/2017,9:34 AM,Prepaid,838325 SZ 00003,2407905,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,41.80 LBS
1Z85X99X0352264543,838132 SZ 00003|2407900|838132 SZ 00003|2407900|1056803.0|965017|N,Delivered,7/18/2017,,KANSAS CITY,MO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,10:09 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/24/2017,By End Of Day,,,,,838132 SZ 00003,2407900,1056803,965017,N,,,,,,NO,,UPS will Pick up,,,,STEWERT,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,I-435 & FRONT ST,,,,64120,,,,7/24/2017,10:09 AM,Prepaid,838132 SZ 00003,2407900,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,5.40 LBS
1Z85X99X0352353750,834949 SZ 00003|2407887|834949 SZ 00003|2407887|1063515.0|965046|N,Delivered,7/18/2017,,WALCOTT,IA,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,FRONT DESK,UPS will Deliver,10:28 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,834949 SZ 00003,2407887,1063515,965046,N,,,,,,NO,,UPS will Pick up,,,,RALSTON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,ATTENTION ROB GLANDON,,,,52773,,,,7/24/2017,10:28 AM,Prepaid,834949 SZ 00003,2407887,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.60 LBS
1Z85X99X0352461928,837827 SZ 00003|2317728|837827 SZ 00003|2317728|1001896.0|964691|N,Delivered,7/18/2017,,GREELEY,CO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,FRONT DESK,UPS will Deliver,11:26 AM,,--,,NO,--,"DUE TO OPERATING CONDITIONS, YOUR PACKAGE MAY BE DELAYED.",DELIVERY WILL BE RESCHEDULED.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/21/2017,By End Of Day,,,,,837827 SZ 00003,2317728,1001896,964691,N,,,,,,NO,,UPS will Pick up,,,,RICK,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,12:00 PM,,,,,,,80631,,,,7/24/2017,11:26 AM,Prepaid,837827 SZ 00003,2317728,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.60 LBS
1Z85X99X0352464890,837830 SZ 00003|2317727|837830 SZ 00003|2317727|1095124.0|964694|N,Delivered,7/18/2017,,BARTONSVILLE,PA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,9:52 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837830 SZ 00003,2317727,1095124,964694,N,,,,,,NO,,UPS will Pick up,,,,ZIMMERMAN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,18321,,,15706882400,7/25/2017,9:52 AM,Prepaid,837830 SZ 00003,2317727,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.10 LBS
1Z85X99X0352497515,837967 SZ 00003|2317734|837967 SZ 00003|2317734|1014088.0|964908|N,Delivered,7/18/2017,,PORTLAND,OR,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,OFFICE,UPS will Deliver,11:05 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,,,,,837967 SZ 00003,2317734,1014088,964908,N,,,,,,NO,,UPS will Pick up,,,,HILL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,97211,,,15034988697,7/20/2017,11:05 AM,Prepaid,837967 SZ 00003,2317734,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.70 LBS
1Z85X99X0352501492,831762 SO 00003|2302917|831762 SO 00003|2302913|1087841.0|961031|N,Delivered,7/18/2017,,PEORIA,IL,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,Y8R601,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,DOCK,UPS will Deliver,9:49 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/24/2017,By End Of Day,,,,,831762 SO 00003,2302913,1087841,961031,N,,,,,,NO,,UPS will Pick up,,,,GIBBS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,2300 NE ADAMS ST,BUILDING FF,,,61639,,,,7/24/2017,9:49 AM,Freight Collect,831762 SO 00003,2302917,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.00 LBS
1Z85X99X0352644801,838036 SZ 00003|2407894|838036 SZ 00003|2407894|1071311.0|964932|N,Delivered,7/18/2017,,HOLLISTER,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,11:00 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,By End Of Day,,,,,838036 SZ 00003,2407894,1071311,964932,N,,,,,,NO,,UPS will Pick up,,,,GRATSO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,95023,,,,7/19/2017,11:00 AM,Prepaid,838036 SZ 00003,2407894,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.30 LBS
1Z85X99X0352727383,837864 SZ 00003|2407881|837864 SZ 00003|2407878|1000561.0|964800|N,Delivered,7/18/2017,,EAU CLAIRE,PA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,DOCK,UPS will Deliver,9:44 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/25/2017,By End Of Day,,,,,837864 SZ 00003,2407878,1000561,964800,N,,,,,,NO,,UPS will Pick up,,,,NAIL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,16030,,,,7/25/2017,9:44 AM,Prepaid,837864 SZ 00003,2407881,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.10 LBS
1Z85X99X0352821315,837825 SZ 00003|2317729|837825 SZ 00003|2317729|1001692.0|964689|N,Delivered,7/18/2017,,SMITHFIELD,PA,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,9:11 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,837825 SZ 00003,2317729,1001692,964689,N,,,,,,NO,,UPS will Pick up,,,,MORELAND,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,10:30 AM,,,,,,,15478,,,,7/25/2017,9:11 AM,Prepaid,837825 SZ 00003,2317729,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.20 LBS
1Z85X99X0352837095,837554 SZ 00003|2317731|837554 SZ 00003|2317731|1002029.0|964836|N,Delivered,7/18/2017,,WINDSOR,WI,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,OFFICE,UPS will Deliver,10:18 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/24/2017,By End Of Day,,,,,837554 SZ 00003,2317731,1002029,964836,N,,,,,,NO,,UPS will Pick up,,,,HOLMES,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,53598,,,,7/24/2017,10:18 AM,Prepaid,837554 SZ 00003,2317731,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.30 LBS
1Z85X99X0352884169,837756 SZ 00003|2407891|837756 SZ 00003|2407859|1001843.0|964618|N,Delivered,7/18/2017,,SIOUX CITY,IA,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,RECEIVER,UPS will Deliver,9:14 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/24/2017,By End Of Day,,,,,837756 SZ 00003,2407859,1001843,964618,N,,,,,,NO,,UPS will Pick up,,,,BALLENTYNE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,51111,,,18004447383,7/24/2017,9:14 AM,Prepaid,837756 SZ 00003,2407891,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,17.50 LBS
1Z85X99X0352907189,837686 SZ 00003|2407870|837686 SZ 00003|2407870|1073627.0|964529|N,Delivered,7/18/2017,,SCOTTSBLUFF,NE,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/26/2017,No Value,RECEIVER,UPS will Deliver,9:13 AM,,--,,NO,--,THIS PACKAGE IS BEING HELD FOR A FUTURE DELIVERY DATE.,DELIVERY WILL BE RESCHEDULED.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,7,,7/24/2017,By End Of Day,,,,,837686 SZ 00003,2407870,1073627,964529,N,,,,,,NO,,UPS will Pick up,,,,ANAYA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,69361,,,13086322911,7/26/2017,9:13 AM,Prepaid,837686 SZ 00003,2407870,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,21.90 LBS
1Z85X99X0353053573,838218 SZ 00003|2407902|838218 SZ 00003|2407902|1061488.0|965263|N,Delivered,7/18/2017,,LA MIRADA,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,10:32 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/19/2017,By End Of Day,,,,,838218 SZ 00003,2407902,1061488,965263,N,,,,,,NO,,UPS will Pick up,,,,L V,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,90638,,,,7/19/2017,10:32 AM,Prepaid,838218 SZ 00003,2407902,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,9.20 LBS
